file,rel_path,block,n_tokens,speaker,source,ai_draft,translation
dom3Shiki_L01.mes,Script/dom3Shiki_L01.mes,21,18,UNKNOWN_22,",おや、なんだい、買わないのかい?",",이런, 뭐야, 안 사는 거야?",",이런, 뭐야, 안 사는 거야?"
dom3Shiki_L01.mes,Script/dom3Shiki_L01.mes,22,24,주인공,(色さんの目……<6E5C>何かわけありみたいだな……),(시키씨눈……<6E5C>뭔가사연있나본데……),(시키씨눈……<6E5C>뭔가사연있나본데……)
dom3Shiki_L01.mes,Script/dom3Shiki_L01.mes,23,17,주인공,し、色さんも腹が減ったんですか?,"새,시키씨도배고파요?","새,시키씨도배고파요?"
dom3Shiki_L01.mes,Script/dom3Shiki_L01.mes,24,38,Shiki,飢え……?そうね……私はいつも<6E5C>満たされようとしているのかも<6E5C>しれない……,굶주림……?그러네……나는늘<6E5C>채워지려하고있는건지도<6E5C>모르겠어……,굶주림……?그러네……나는늘<6E5C>채워지려하고있는건지도<6E5C>모르겠어……
dom3Shiki_L01.mes,Script/dom3Shiki_L01.mes,25,14,주인공,そんなに腹が減るんですか?,그렇게 배가 고파요?,그렇게 배가 고파요?
dom3Shiki_L01.mes,Script/dom3Shiki_L01.mes,26,22,Shiki,えぇ……<6E5C>死も飲み込んでしまえるほどに……,그래……<6E5C>죽음마저삼킬수있을만큼……,그래……<6E5C>죽음마저삼킬수있을만큼……
dom3Shiki_L01.mes,Script/dom3Shiki_L01.mes,27,3,[효과음/내레이션],スッ,휙,휙
dom3Shiki_L01.mes,Script/dom3Shiki_L01.mes,28,18,UNKNOWN_22,",おや、なんだい、買わないのかい?",",이런, 뭐야, 안 사는 거야?",",이런, 뭐야, 안 사는 거야?"
dom3Shiki_L01.mes,Script/dom3Shiki_L01.mes,29,28,주인공,(死も飲み込むほどって……<6E5C>そんなに腹が減ってたのか),(죽음마저삼킬정도라니……<6E5C>그렇게배고팠던건가),(죽음마저삼킬정도라니……<6E5C>그렇게배고팠던건가)
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,0,8,UNKNOWN_0e,(にゃ~お……,(냐~옹……,(냐~옹……
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,1,16,Shiki,……お前はどこから来たの……?,……넌 어디서 온 거니……?,……넌 어디서 온 거니……?
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,2,20,주인공,(あれは……色さん.<6E5C>猫と話してる?),(저건……시키씨<6E5C>고양이랑얘기하나?),(저건……시키씨<6E5C>고양이랑얘기하나?)
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,3,13,[선택지],声をかける声をかけずにおく,말을건다\말걸지않는다,말을건다\말걸지않는다
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,4,4,주인공,色さん,시키씨,시키씨
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,5,5,Kasumi,(にゃっ,(냥,(냥
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,6,4,[효과음/내레이션],タッ!,탁!,탁!
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,7,4,Shiki,あ……,아……,아……
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,8,21,주인공,……今の猫、<6E5C>色さんの知ってる猫ですか?,"……그고양이,<6E5C>시키씨가아는고양이예요?","……그고양이,<6E5C>시키씨가아는고양이예요?"
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,9,36,Shiki,……知らない.<6E5C>あなたのことと同じくらい……<6E5C>知らないし、興味もないわ,"……몰라.<6E5C>너에 대한 것과 똑같이……<6E5C>모르고, 관심도 없어","……몰라.<6E5C>너에 대한 것과 똑같이……<6E5C>모르고, 관심도 없어"
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,10,26,주인공,(お、俺って野良猫と同じ<6E5C>扱いなのか……ひどいな),"(내,내가길고양이랑같은<6E5C>취급인건가……너무하네)","(내,내가길고양이랑같은<6E5C>취급인건가……너무하네)"
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,11,24,주인공,(何やら通じている様子……<6E5C>そっとしておくか),(뭔가통하는것같은데……<6E5C>가만히놔둘까),(뭔가통하는것같은데……<6E5C>가만히놔둘까)
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,12,6,Kaidou,(にゃ~ご,(냐~옹,(냐~옹
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,13,37,Shiki,お前も……行くところがないのね.<6E5C>あてどなくさまよって……<6E5C>私と同じ……,너도…… 갈 곳이 없구나.<6E5C>정처 없이 헤매고……<6E5C>나랑 똑같이……,너도…… 갈 곳이 없구나.<6E5C>정처 없이 헤매고……<6E5C>나랑 똑같이……
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,14,8,주인공,(色さん……),(시키씨……),(시키씨……)
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,15,34,Shiki,誰にも必要とされず……誰も求めず<6E5C>……意味を教えられずに生きている,"누구에게도필요없고,아무도바라지않으며<6E5C>……의미도모른채살고있어","누구에게도필요없고,아무도바라지않으며<6E5C>……의미도모른채살고있어"
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,16,24,Shiki,なのに……それでも、<6E5C>お前はあたたかいのね……,"그런데…… 그래도,<6E5C>넌 따뜻하구나……","그런데…… 그래도,<6E5C>넌 따뜻하구나……"
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,17,8,UNKNOWN_0e,(ごろごろ……,(그르렁……,(그르렁……
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,18,14,Shiki,お前……私の子になる……?,너……내아이될래……?,너……내아이될래……?
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,19,5,Kasumi,(にゃ~,(냐~,(냐~
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,20,4,[효과음/내레이션],タッ!,탁!,탁!
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,21,4,Shiki,あ……,아……,아……
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,22,17,주인공,(猫の奴、行ってしまったか……),"(고양이 녀석, 가버렸나……)","(고양이 녀석, 가버렸나……)"
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,23,27,Shiki,そうね……私たちは……ひとりで<6E5C>生きるのが似合い……,그러네…… 우리는…… 혼자<6E5C>사는 게 어울리는……,그러네…… 우리는…… 혼자<6E5C>사는 게 어울리는……
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,24,3,[효과음/내레이션],スッ,휙,휙
dom3Shiki_L02.mes,Script/dom3Shiki_L02.mes,25,21,주인공,(……そういえば、俺も……<6E5C>ひとりだな),(……그러고보니나도……<6E5C>혼자구나),(……그러고보니나도……<6E5C>혼자구나)
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,0,8,[효과음/내레이션],べんべん……♪,벤벤……♪,벤벤……♪
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,1,10,[효과음/내레이션],とんてんてん……♪,통텐텐……♪,통텐텐……♪
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,2,17,주인공,(色さん…….見事な三味線だな),(시키씨……샤미센잘하네),(시키씨……샤미센잘하네)
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,3,12,[효과음/내레이션],べべん……<6E5C>寺ピンッ!,베벤……<6E5C>퉁 핑!,베벤……<6E5C>퉁 핑!
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,4,5,주인공,あ……!,아……!,아……!
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,5,12,주인공,(<430E>が切れたのか……),(<430E>가끊어진건가……),(<430E>가끊어진건가……)
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,6,3,Shiki,……,……,……
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,7,8,주인공,(色さん……),(시키씨……),(시키씨……)
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,8,17,[선택지],代わりの三味線を渡す色に話しかける,새샤미센건넨다\시키에게말건다,새샤미센건넨다\시키에게말건다
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,9,7,주인공,色さん、これ,"시키씨,이거","시키씨,이거"
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,10,3,[효과음/내레이션],スッ,휙,휙
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,11,12,Shiki,……どこから、それを?,"……어디서, 그걸?","……어디서, 그걸?"
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,12,32,주인공,えっと……そこの隣の間に飾って<6E5C>あったのをちょっと<9C1A>借して……,그게……저기 옆방에 장식되어<6E5C>있던 걸 잠깐 <9C1A>빌려서……,그게……저기 옆방에 장식되어<6E5C>있던 걸 잠깐 <9C1A>빌려서……
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,13,19,Shiki,……いけない人.<6E5C>でも……礼を言うわ,……못된사람이네.<6E5C>그래도……고마워,……못된사람이네.<6E5C>그래도……고마워
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,14,14,주인공,続き……聴かせてくれますか,이어서…… 들려줄래요,이어서…… 들려줄래요
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,15,5,Shiki,ええ……,그래……,그래……
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,16,6,[효과음/내레이션],べん……♪,벤……♪,벤……♪
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,17,8,[효과음/내레이션],べんべん……♪,벤벤……♪,벤벤……♪
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,18,10,[효과음/내레이션],とんてんてん……♪,통텐텐……♪,통텐텐……♪
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,19,36,주인공,(惚れ惚れする音色だ……色さんの<6E5C>顔も心なしか生き生きとして見える<6E5C>),(반할것같은음색이다……시키씨<6E5C>얼굴도왠지생기있어보여<6E5C>),(반할것같은음색이다……시키씨<6E5C>얼굴도왠지생기있어보여<6E5C>)
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,20,25,주인공,(今日はめずらしく、<6E5C>いい気分で酔えそうだ……),"(오늘은웬일로,<6E5C>기분좋게취할수있겠다……)","(오늘은웬일로,<6E5C>기분좋게취할수있겠다……)"
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,21,9,[효과음/내레이션],パチパチパチ……,짝짝짝……,짝짝짝……
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,22,8,주인공,いい音色でした,음색좋았어요,음색좋았어요
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,23,3,Shiki,……,……,……
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,24,21,주인공,色さんはどこで三味線を<6E5C>覚えたんですか?,시키씨는어디서샤미센을<6E5C>배웠어요?,시키씨는어디서샤미센을<6E5C>배웠어요?
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,25,10,Shiki,ここで……習ったわ,여기서…… 배웠어,여기서…… 배웠어
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,26,7,주인공,千夜さんに?,치요씨한테?,치요씨한테?
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,27,5,Shiki,……ええ,……응,……응
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,28,15,주인공,仲がいいんですね、おふたりは,"사이가좋으시네요,두분은","사이가좋으시네요,두분은"
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,29,9,Shiki,……拾われただけ,……주워진것뿐,……주워진것뿐
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,30,3,주인공,え?,네?,네?
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,31,29,Shiki,ふらふらとうつろをさまよう私は…<6E5C>…あの人に拾われたのよ,정처없이허공헤매던나는…<6E5C>…그사람이주웠어,정처없이허공헤매던나는…<6E5C>…그사람이주웠어
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,32,8,주인공,そ、そうですか,"그, 그렇군요","그, 그렇군요"
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,33,20,Shiki,あの人は……<6E5C>私に何も閉かなかった……,그사람은……<6E5C>아무것도안물었어……,그사람은……<6E5C>아무것도안물었어……
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,34,13,주인공,いい人ですね……千夜さん,좋은분이네요……치요씨,좋은분이네요……치요씨
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,35,7,Shiki,……そう、ね,……그러네,……그러네
dom3Shiki_L03.mes,Script/dom3Shiki_L03.mes,36,47,주인공,(色さんも千夜さんも、<6E5C>素性の知れない人たちだな)<485C>(まぁでも、<6E5C>俺も似たようなものか……),"(시키씨도치요씨도,<6E5C>정체모를사람들이군)<485C>(뭐그래도,<6E5C>나도비슷한가……)","(시키씨도치요씨도,<6E5C>정체모를사람들이군)<485C>(뭐그래도,<6E5C>나도비슷한가……)"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,0,9,UNKNOWN_1e,待ってください!,기다려 주세요!,기다려 주세요!
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,1,25,UNKNOWN_1e,放っておいて……私を必要とする人<6E5C>なんていないわ,내버려둬……날필요로하는사람<6E5C>따윈없어,내버려둬……날필요로하는사람<6E5C>따윈없어
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,2,14,주인공,(何だ何だ……もめ事か?),(뭐지……다툼인가?),(뭐지……다툼인가?)
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,3,13,주인공,色さん……と、ナコルル?,시키씨……랑나코루루?,시키씨……랑나코루루?
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,4,26,Nakoruru,あ、<이름:3232>さん!<이름:3232>さんからも<6E5C>言ってあげてください,"아, <이름:3232> 씨!<이름:3232> 씨도<6E5C>말 좀 해주세요","아, <이름:3232> 씨!<이름:3232> 씨도<6E5C>말 좀 해주세요"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,5,15,주인공,お、俺に何を言えというんだ?,"내,내가뭘말하라는거야?","내,내가뭘말하라는거야?"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,6,39,Nakoruru,この世界に必要ない人など<6E5C>いないということを、<6E5C>色さんに教えてあげてください,"이세상에필요없는사람따위<6E5C>없다는걸,<6E5C>시키씨에게알려주세요","이세상에필요없는사람따위<6E5C>없다는걸,<6E5C>시키씨에게알려주세요"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,7,7,주인공,お、俺が!?,"내,내가!?","내,내가!?"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,8,3,Shiki,……,……,……
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,9,12,[선택지],わ、わかったむ、無理だ!,"알았어\무,무리야!","알았어\무,무리야!"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,10,18,주인공,……わ、わかったよ.<6E5C>え~ゴホン!,"……아, 알았어.<6E5C>에~ 흠흠!","……아, 알았어.<6E5C>에~ 흠흠!"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,11,67,주인공,色さん、この世に必要のない人間<6E5C>なんていないんです<485C>すべての人に何らかの使命があり、<6E5C>人は皆、それを全うするために<6E5C>生きてるんですよ,"시키씨,이세상에필요없는인간<6E5C>따윈없어요<485C>모두에게저마다사명이있고,<6E5C>사람은다그걸이루려고<6E5C>살아가는거예요","시키씨,이세상에필요없는인간<6E5C>따윈없어요<485C>모두에게저마다사명이있고,<6E5C>사람은다그걸이루려고<6E5C>살아가는거예요"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,12,11,Shiki,……あなたの使命は?,……당신의 사명은?,……당신의 사명은?
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,13,3,주인공,え?,네?,네?
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,14,13,Shiki,あなたの生きる意味は何?,당신이사는의미가뭐야?,당신이사는의미가뭐야?
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,15,13,주인공,あ……えっと、それは……,"아…… 그게, 그건……","아…… 그게, 그건……"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,16,6,Nakoruru,<이름:3232>さん?,<이름:3232> 씨?,<이름:3232> 씨?
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,17,11,주인공,……すまん、ナコルル,"……미안, 나코루루","……미안, 나코루루"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,18,28,Shiki,なくてはならないものなど……<6E5C>この世界には存在しないわ,없어선안될것따위……<6E5C>이세상엔존재하지않아,없어선안될것따위……<6E5C>이세상엔존재하지않아
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,19,4,Nakoruru,あ……,아……,아……
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,20,47,주인공,(な、何てことだ……俺は自分が<6E5C>何のために生きてるのかもわかって<6E5C>なかったのか……参ったな),"(이,이럴수가……나는내가<6E5C>무엇을위해사는지도모르고<6E5C>있었던건가……곤란하네)","(이,이럴수가……나는내가<6E5C>무엇을위해사는지도모르고<6E5C>있었던건가……곤란하네)"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,21,9,주인공,……む、無理だ!,"……무,무리야!","……무,무리야!"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,22,3,Nakoruru,え?,네?,네?
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,23,3,Shiki,……,……,……
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,24,41,주인공,俺自身が必要とされているか<6E5C>どうかもわからんのに、<6E5C>そんな無責任なことは言えん!,"내자신이필요한존재인지<6E5C>아닌지도모르면서,<6E5C>그런무책임한말은못해!","내자신이필요한존재인지<6E5C>아닌지도모르면서,<6E5C>그런무책임한말은못해!"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,25,7,Nakoruru,<이름:3232>さん……,<이름:3232> 씨……,<이름:3232> 씨……
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,26,7,주인공,しかし、だ!,하지만!,하지만!
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,27,3,Nakoruru,え?,네?,네?
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,28,17,주인공,俺は色さんがいなくなると寂しい!,난시키씨가없어지면허전해!,난시키씨가없어지면허전해!
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,29,8,Nakoruru,<이름:3232>さん……!,<이름:3232> 씨……!,<이름:3232> 씨……!
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,30,41,주인공,だから、色さんを必要としてる<6E5C>人間が、少なくともここに<6E5C>ひとりはいるってことだ!,"그러니까,시키씨를필요로하는<6E5C>사람이적어도여기<6E5C>한명은있다는거야!","그러니까,시키씨를필요로하는<6E5C>사람이적어도여기<6E5C>한명은있다는거야!"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,31,8,Shiki,私は……必要?,나……필요해?,나……필요해?
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,32,5,주인공,必要だ!,필요해!,필요해!
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,33,12,Nakoruru,そうです、必要ですよ!,"맞아요, 필요해요!","맞아요, 필요해요!"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,34,8,Shiki,……ありがとう,……고마워,……고마워
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,35,7,주인공,い、いや……,"아,아니……","아,아니……"
dom3Shiki_L04.mes,Script/dom3Shiki_L04.mes,36,24,주인공,(は、恥ずかしいことを<6E5C>叫んでしまったな……),"(부, 부끄러운 말을<6E5C>외쳐버렸네……)","(부, 부끄러운 말을<6E5C>외쳐버렸네……)"
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,0,3,Shiki,……,……,……
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,1,13,주인공,どうしたんですか、色さん,"무슨일이에요,시키씨","무슨일이에요,시키씨"
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,2,23,Shiki,……大きなお花と、小さな花、<6E5C>どちらが好き?,"……큰꽃이랑작은꽃,<6E5C>어느쪽이좋아?","……큰꽃이랑작은꽃,<6E5C>어느쪽이좋아?"
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,3,5,주인공,……へ?,……네?,……네?
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,4,5,Shiki,どっち?,어느쪽?,어느쪽?
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,5,11,[선택지],小さな花どちらでもない,작은 꽃\둘 다 아니다,작은 꽃\둘 다 아니다
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,6,27,주인공,うーん、俺は女じゃないから、<6E5C>小さい花の方がいいかな,"음,전여자가아니니까,<6E5C>작은꽃이더나을것같아요","음,전여자가아니니까,<6E5C>작은꽃이더나을것같아요"
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,7,12,Shiki,……河原で、待ってるわ,……강가에서기다릴게,……강가에서기다릴게
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,8,19,주인공,え、なんて?<6E5C>……どういう意味だろう,"네, 뭐라고요?<6E5C>……무슨 뜻일까","네, 뭐라고요?<6E5C>……무슨 뜻일까"
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,9,25,주인공,俺は女じゃないから、<6E5C>花のことはわからないですよ,"전여자가아니라서,<6E5C>꽃은잘몰라요","전여자가아니라서,<6E5C>꽃은잘몰라요"
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,10,6,Shiki,……そうね,……그렇지,……그렇지
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,11,21,주인공,それより、今は色さんの方が<6E5C>気になります,그보다지금은시키씨가<6E5C>더신경쓰여요,그보다지금은시키씨가<6E5C>더신경쓰여요
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,12,3,Shiki,……,……,……
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,13,29,주인공,色さんは、目の前にいてもすぐに<6E5C>消えてなくなりそうで……,시키씨는눈앞에있어도금방<6E5C>사라질것같아서……,시키씨는눈앞에있어도금방<6E5C>사라질것같아서……
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,14,35,Shiki,そうね…….<6E5C>私はすぐに散って堕ちる、<6E5C>かよわい花にすぎないから……,그러네…….<6E5C>나는금방지고떨어지는<6E5C>연약한꽃일뿐이니까……,그러네…….<6E5C>나는금방지고떨어지는<6E5C>연약한꽃일뿐이니까……
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,15,3,[효과음/내레이션],スッ,휙,휙
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,16,8,주인공,あ、色さん!?,"아,시키씨!?","아,시키씨!?"
dom3Shiki_L05.mes,Script/dom3Shiki_L05.mes,17,13,주인공,(何だったんだろう……),(뭐였을까……),(뭐였을까……)
dom3Shiki_L05_2.mes,Script/dom3Shiki_L05_2.mes,0,23,주인공,(さすがにこの時間になると、<6E5C>誰もいないな),"(역시이시간되니까,<6E5C>아무도없구나)","(역시이시간되니까,<6E5C>아무도없구나)"
dom3Shiki_L05_2.mes,Script/dom3Shiki_L05_2.mes,1,3,[효과음/내레이션],ザッ,사각,사각
dom3Shiki_L05_2.mes,Script/dom3Shiki_L05_2.mes,2,7,UNKNOWN_1e,……お待たせ,……기다렸지,……기다렸지
dom3Shiki_L05_2.mes,Script/dom3Shiki_L05_2.mes,3,13,주인공,色さん、どうして俺を……,"시키씨,왜저를……","시키씨,왜저를……"
dom3Shiki_L05_2.mes,Script/dom3Shiki_L05_2.mes,4,3,Shiki,これ,이거,이거
